hash_inn,y
73712,12
73713,12
73714,12
73718,12
73719,12
73722,55
73726,12
73730,14
73732,12
73734,12
73735,12
73736,12
73737,52
73738,12
73739,12
73740,34
73742,12
73744,12
73751,12
73754,12
73756,12
73758,12
73760,34
73763,12
73764,12
73767,12
73773,12
73782,14
73785,52
73789,14
73791,12
73792,14
73793,12
73796,12
73798,34
73807,12
73808,34
73809,12
73810,12
73815,34
73819,12
73823,12
73828,34
73833,12
73836,12
73837,14
73840,14
73851,12
73855,12
73859,12
73864,12
73865,12
73866,12
73872,12
73883,12
73885,12
73888,12
73889,12
73891,34
73892,34
73893,12
73894,34
73895,12
73897,12
73905,12
73907,12
73908,52
73909,12
73913,14
73914,12
73919,12
73925,34
73926,12
73927,12
73932,12
73935,14
73938,12
73939,12
73940,12
73942,12
73943,12
73945,12
73946,12
73947,12
73956,12
73960,34
73963,12
73964,12
73967,12
73969,12
73970,12
73973,12
73974,12
73976,12
73977,12
73979,12
73980,12
73982,12
73987,34
73992,12
73996,12
73998,34
74000,12
74002,12
74004,12
74007,34
74010,14
74014,12
74017,12
74018,12
74022,12
74030,16
74032,12
74033,12
74038,34
74040,12
74042,12
74043,12
74044,12
74046,12
74048,39
74053,12
74059,4
74062,12
74063,12
74064,12
74066,12
74075,52
74079,52
74086,12
74091,12
74093,12
74094,12
74102,12
74104,12
74106,12
74107,12
74108,12
74110,12
74112,12
74116,12
74117,12
74118,12
74119,12
74122,12
74129,12
74134,12
74135,12
74142,12
74143,12
74145,12
74147,12
74150,14
74151,55
74155,12
74156,12
74161,12
74165,34
74166,14
74168,12
74174,34
74176,34
74178,12
74182,34
74184,12
74186,12
74187,12
74188,12
74191,14
74194,12
74196,12
74197,12
74199,12
74201,12
74202,12
74205,12
74207,12
74209,12
74212,12
74214,34
74216,12
74220,12
74228,12
74229,12
74230,12
74236,12
74237,12
74239,11
74241,14
74249,12
74251,12
74257,12
74259,34
74261,12
74262,12
74266,14
74271,14
74272,12
74276,34
74279,12
74281,12
74287,12
74288,12
74291,12
74293,12
74296,12
74300,12
74301,12
74303,12
74306,12
74307,34
74311,34
74320,12
74323,14
74326,12
74328,12
74333,12
74340,12
74343,12
74349,12
74353,12
74358,14
74360,12
74365,12
74368,12
74370,12
74378,12
74380,12
74387,12
74389,12
74390,14
74397,12
74402,12
74404,12
74405,12
74408,12
74413,12
74414,34
74415,12
74419,12
74420,34
74422,12
74425,12
74426,34
74428,12
74431,12
74443,12
74444,12
74445,14
74448,14
74466,52
74467,12
74468,12
74469,12
74472,12
74477,12
74478,12
74482,12
74486,12
74487,12
74499,12
74502,12
74507,12
74508,12
74513,12
74517,12
74522,12
74526,14
74530,12
74531,12
74533,12
74536,12
74540,12
74542,12
74545,12
74547,12
74548,12
74552,12
74555,12
74556,12
74560,52
74562,14
74565,12
74566,14
74567,52
74569,12
74577,12
74579,26
74580,12
74587,14
74591,12
74592,12
74593,12
74597,12
74601,12
74602,12
74603,14
74604,14
74608,14
74609,12
74617,12
74618,12
74619,12
74621,14
74626,12
74627,12
74630,12
74632,12
74636,12
74637,12
74638,12
74640,12
74648,12
74650,12
74658,12
74662,12
74663,52
74667,12
74669,12
74672,12
74673,12
74676,12
74677,12
74681,12
74682,12
74687,14
74688,14
74701,12
74710,12
74711,52
74713,12
74714,14
74715,12
74718,12
74723,12
74726,12
74731,34
74733,34
74744,12
74746,34
74753,12
74768,12
74774,12
74776,12
74777,12
74778,12
74783,12
74787,12
74790,12
74791,12
74792,14
74795,12
74799,12
74808,34
74811,12
74812,12
74818,34
74822,14
74823,12
74828,12
74831,12
74835,12
74837,12
74838,34
74839,12
74840,12
74843,12
74850,12
74852,34
74856,12
74857,12
74859,12
74860,12
74865,52
74867,12
74868,34
74869,12
74871,12
74872,12
74877,12
74887,12
74894,12
74897,14
74898,12
74907,12
74908,12
74915,12
74916,12
74920,12
74926,12
74927,12
74928,12
74929,12
74931,14
74933,12
74934,12
74935,12
74937,12
74942,12
74944,12
74945,12
74951,26
74952,12
74957,12
74958,12
74959,12
74965,52
74966,12
74967,12
74969,12
74972,12
74975,12
74980,12
74981,12
74982,14
74990,12
74997,12
74998,12
75000,12
75005,12
75008,12
75010,12
75022,12
75023,12
75026,12
75030,12
75034,12
75038,12
75040,12
75046,12
75051,12
75056,12
75057,12
75061,12
75063,12
75064,12
75067,12
75074,12
75075,12
75079,14
75088,12
75089,12
75092,12
75093,12
75094,12
75100,12
75101,34
75105,12
75107,12
75111,12
75112,12
75114,14
75116,12
75117,12
75118,12
75123,12
75125,12
75126,12
75127,12
75138,12
75143,14
75144,52
75148,12
75149,12
75152,12
75164,34
75165,12
75172,12
75173,12
75176,12
75184,12
75190,12
75196,12
75200,12
75203,14
75204,12
75206,12
75212,12
75214,12
75216,6
75219,12
75220,12
75221,62
75223,12
75232,12
75235,12
75237,12
75238,12
75240,12
75241,12
75242,12
75245,12
75247,34
75250,12
75253,14
75254,12
75258,12
75261,12
75262,12
75265,12
75272,46
75278,12
75279,12
75281,12
75284,12
75286,12
75287,52
75300,34
75301,34
75304,12
75309,12
75311,12
75312,12
75314,12
75315,12
75317,12
75319,14
75320,14
75327,12
75329,12
75330,12
75331,12
75333,14
75335,12
75336,12
75341,12
75343,12
75345,34
75353,12
75357,12
75358,12
75360,12
75368,14
75374,12
75377,12
75394,12
75397,12
75399,26
75402,12
75403,14
75409,14
75410,12
75412,12
75414,34
75416,12
75422,12
75424,12
75426,12
75427,12
75428,12
75430,12
75431,55
75434,12
75437,12
75439,34
75449,12
75450,12
75451,12
75456,12
75460,12
75465,12
75468,12
75470,12
75477,12
75481,12
75488,12
75493,12
75494,12
75495,12
75497,12
75502,12
75505,12
75507,12
75511,12
75516,34
75518,12
75520,12
75526,12
75530,34
75531,12
75535,12
75537,12
75538,34
75540,14
75541,12
75542,12
75543,12
75544,12
75546,12
75548,12
75550,12
75551,12
75554,12
75555,12
75558,12
75560,12
75563,52
75565,12
75570,12
75572,12
75575,12
75577,14
75586,12
75589,12
75591,12
75594,12
75596,12
75598,14
75600,12
75602,12
75607,12
75616,34
75617,34
75618,12
75625,12
75627,12
75636,12
75639,12
75643,12
75645,12
75646,12
75653,12
75657,12
75659,12
75661,12
75663,12
75665,34
75666,34
75667,12
75676,12
75677,14
75679,12
75680,14
75681,14
75686,12
75687,12
75691,12
75693,12
75697,12
75698,14
75699,12
75700,12
75701,12
75706,12
75708,12
75709,12
75713,34
75715,34
75717,12
75721,12
75724,34
75727,14
75733,12
75736,12
75737,12
75739,12
75740,14
75742,12
75745,12
75746,12
75749,12
75751,14
75756,34
75762,12
75763,34
75764,12
75765,14
75768,12
75770,12
75774,14
75777,39
75778,12
75782,14
75783,12
75784,12
75785,34
75787,12
75788,12
75790,12
75791,12
75792,12
75793,34
75795,12
75798,12
75801,12
75803,12
75804,34
75806,12
75807,12
75809,12
75830,12
75839,34
75840,34
75841,12
75843,34
75845,14
75847,12
75851,12
75855,12
75856,12
75865,12
75868,12
75871,12
75878,12
75880,12
75882,12
75883,12
75885,34
75892,12
75897,12
75899,12
75900,14
75901,14
75903,14
75906,14
75908,14
75915,12
75916,12
75921,12
75922,12
75925,12
75930,12
75932,34
75933,12
75938,12
75939,14
75941,12
75942,12
75945,12
75946,12
75951,12
75957,12
75959,12
75960,14
75964,12
75967,12
75970,12
75974,12
75979,14
75983,12
75990,12
75991,12
75992,12
75998,12
76000,12
76002,12
76006,12
76010,14
76013,12
76015,12
76020,12
76022,14
76026,12
76037,12
76039,12
76040,12
76041,12
76043,12
76044,14
76047,12
76051,12
76054,12
76055,12
76062,12
76066,12
76068,12
76070,12
76081,34
76082,12
76085,52
76087,12
76090,12
76092,12
76093,14
76095,12
76102,12
76103,12
76104,12
76111,12
76118,12
76119,12
76121,12
76125,12
76131,34
76135,12
76144,12
76145,12
76147,12
76150,11
76151,12
76152,12
76162,12
76166,12
76171,12
76172,12
76174,34
76179,12
76187,12
76191,12
76192,52
76193,12
76196,34
76199,12
76201,12
76205,34
76208,12
76211,12
76217,12
76219,12
76223,12
76229,12
76232,12
76234,12
76235,12
76238,34
76241,12
76243,12
76245,12
76246,12
76247,12
76249,12
76250,12
76252,12
76256,12
76258,12
76260,12
76261,12
76262,14
76264,34
76269,12
76273,12
76276,12
76279,12
76283,12
76285,12
76288,12
76289,12
76290,12
76294,34
76297,12
76298,12
76299,12
76308,12
76315,12
76316,14
76318,12
76319,12
76322,12
76332,12
76334,12
76346,12
76354,12
76359,12
76362,12
76372,12
76374,12
76375,12
76379,12
76380,12
76386,12
76390,14
76393,12
76394,12
76395,14
76397,12
76402,12
76404,34
76405,12
76408,34
76412,12
76415,34
76424,12
76427,14
76428,12
76429,14
76430,12
76434,12
76446,12
76450,12
76461,12
76464,12
76465,12
76467,12
76469,12
76472,12
76474,12
76475,52
76476,12
76477,62
76478,12
76481,12
76487,12
76488,12
76490,12
76493,12
76494,11
76502,12
76503,12
76510,34
76517,12
76520,12
76521,12
76522,12
76523,12
76524,12
76527,12
76531,34
76533,12
76536,34
76543,14
76554,12
76557,12
76559,12
76560,12
76565,12
76567,12
76570,12
76575,12
76576,34
76578,12
76579,12
76581,12
76584,12
76585,12
76588,12
76590,29
76591,12
76595,12
76596,12
76597,12
76598,12
76601,12
76604,12
76606,12
76608,12
76609,12
76610,12
76611,12
76615,14
76618,12
76619,14
76626,12
76630,12
76631,4
76635,12
76636,12
76637,12
76642,12
76649,12
76651,12
76652,12
76654,12
76657,12
76659,12
76660,12
76661,12
76662,12
76663,12
76664,34
76665,12
76666,14
76670,47
76671,12
76672,12
76675,12
76677,12
76680,12
76690,14
76700,12
76702,12
76707,14
76708,12
76710,14
76714,12
76723,12
76727,12
76731,34
76733,12
76735,12
76737,12
76741,12
76746,12
76747,12
76751,12
76753,12
76757,12
76758,12
76763,12
76769,12
76770,12
76771,12
76772,12
76773,12
76778,34
76785,12
76788,34
76793,12
76794,12
76798,34
76802,12
76813,12
76815,14
76817,12
76820,55
76825,12
76826,12
76827,14
76834,12
76836,12
76838,52
76843,12
76844,12
76849,12
76850,14
76859,12
76864,34
76865,12
76874,12
76878,12
76879,12
76883,12
76885,12
76888,12
76891,12
76892,34
76893,12
76896,12
76914,12
76919,12
76927,12
76931,12
76932,12
76934,12
76942,12
76943,12
76945,12
76946,12
76948,12
76951,12
76952,12
76954,12
76957,12
76960,14
76962,12
76964,34
76965,12
76966,34
76968,12
76969,12
76973,34
76975,12
76977,14
76978,14
76980,14
76989,12
76991,52
76992,12
76994,12
76997,12
77000,12
77001,12
77004,14
77006,12
77014,12
77025,12
77035,12
77045,12
77049,12
77055,12
77058,12
77060,12
77062,12
77067,12
77072,12
77082,34
77088,12
77089,34
77090,12
77096,12
77104,12
77108,12
77110,12
77114,14
77117,12
77121,12
77123,14
77124,12
77127,34
77129,12
77132,47
77133,12
77140,12
77142,52
77144,12
77147,12
77149,12
77151,34
77152,34
77153,12
77154,14
77158,12
77159,12
77162,34
77166,12
77170,12
77171,12
77172,12
77173,12
77177,12
77178,12
77181,12
77182,12
77184,12
77187,12
77189,12
77190,12
77191,12
77192,12
77198,26
77219,52
77220,12
77221,14
77222,12
77223,12
77228,34
77231,12
77236,14
77238,12
77239,12
77240,12
77243,12
77244,12
77245,12
77246,12
77253,12
77257,12
77260,52
77268,14
77272,12
77277,12
77280,34
77282,12
77283,12
77287,14
77298,34
77299,12
77309,14
77316,12
77319,12
77320,34
77322,12
77325,12
77326,14
77328,14
77331,12
77332,34
77336,12
77339,12
77344,12
77346,52
77347,12
77348,12
77350,12
77357,12
77360,12
77371,34
77372,12
77375,12
77383,12
77387,52
77392,34
77399,12
77401,12
77402,12
77405,12
77411,12
77416,12
77420,12
77423,12
77438,12
77445,12
77456,12
77458,12
77459,12
77462,34
77463,12
77464,12
77471,12
77474,12
77477,12
77482,12
77485,12
77489,12
77492,12
77495,12
77500,12
77501,12
77503,12
77504,12
77509,12
77514,12
77523,12
77525,12
77527,6
77532,12
77534,12
77538,12
77539,12
77540,12
77546,12
77547,12
77548,12
77549,12
77551,12
77552,12
77553,14
77554,12
77555,12
77559,12
77565,14
77566,12
77573,12
77576,12
77581,12
77589,12
77592,34
77593,12
77597,12
77601,12
77607,12
77608,14
77615,12
77621,12
77625,12
77630,12
77631,12
77633,12
77635,12
77640,12
77643,12
77647,12
77655,34
77656,12
77658,12
77661,12
77663,12
77666,12
77673,12
77676,12
77678,14
77679,12
77680,12
77684,12
77685,52
77694,26
77697,12
77704,12
77707,12
77708,12
77710,4
77712,12
77716,12
77717,12
77718,12
77723,12
77724,12
77725,12
77727,12
77730,12
77733,12
77734,12
77739,14
77740,12
77741,14
77752,12
77755,12
77756,12
77761,12
77767,12
77768,12
77772,12
77774,12
77778,14
77780,34
77783,12
77785,12
77786,12
77800,12
77805,12
77816,8
77829,14
77831,12
77841,12
77842,12
77843,12
77844,12
77852,12
77853,12
77859,12
77860,14
77862,12
77867,14
77868,12
77869,4
77877,12
77880,12
77881,12
77887,12
77894,14
77896,12
77901,12
77908,12
77912,12
77913,12
77914,12
77936,12
77941,12
77943,12
77947,12
77951,18
77956,14
77958,12
77960,12
77967,26
77971,12
77972,34
77976,12
77978,14
77984,12
77985,14
77988,12
77995,12
77996,12
77998,12
78000,12
78001,12
78004,12
78007,34
78012,14
78013,12
78014,12
78017,12
78025,12
78026,12
78027,52
78032,12
78033,12
78035,14
78037,12
78039,14
78040,12
78041,34
78042,12
78046,14
78050,12
78051,12
78060,12
78069,12
78075,12
78079,14
78081,12
78082,12
78089,12
78093,14
78094,12
78102,12
78104,12
78106,14
78107,12
78108,12
78109,12
78110,12
78116,12
78122,14
78123,12
78125,12
78126,12
78129,12
78133,12
78134,12
78137,12
78139,12
78141,12
78145,34
78156,12
78158,14
78159,12
78169,12
78171,12
78175,12
78176,12
78179,12
78185,12
78186,12
78188,34
78194,34
78195,12
78196,12
78201,12
78203,12
78204,12
78205,12
78207,12
78208,34
78209,14
78210,12
78213,12
78216,12
78219,12
78226,12
78228,12
78229,34
78232,34
78236,12
78242,12
78246,12
78248,12
78251,12
78252,12
78253,12
78258,12
78262,12
78263,12
78271,12
78272,12
78274,12
78275,53
78278,12
78279,12
78285,12
78299,12
78305,12
78306,12
78307,12
78318,12
78321,14
78327,34
78328,12
78329,34
78330,12
78334,12
78335,12
78342,14
78343,12
78348,14
78351,12
78357,12
78360,12
78361,12
78362,14
78363,12
78368,12
78369,14
78372,34
78375,12
78376,12
78380,12
78382,12
78383,12
78393,12
78394,12
78397,12
78413,12
78416,14
78417,12
78420,52
78421,12
78425,12
78428,12
78437,12
78439,12
78441,12
78448,12
78452,34
78454,12
78461,12
78464,14
78466,12
78467,34
78472,34
78482,12
78485,12
78486,12
78491,12
78496,12
78497,12
78500,14
78503,12
78505,12
78509,34
78516,12
78517,12
78518,12
78520,34
78523,14
78524,12
78527,14
78529,12
78535,12
78538,12
78541,12
78542,12
78543,12
78544,34
78545,26
78547,12
78548,12
78552,12
78560,12
78561,12
78562,12
78565,12
78568,12
78574,52
78578,12
78580,12
78588,12
78590,12
78596,12
78598,12
78605,12
78608,12
78611,12
78613,34
78614,12
78615,12
78616,12
78623,12
78624,12
78627,12
78629,12
78638,12
78643,12
78645,12
78647,26
78648,12
78652,12
78653,12
78655,12
78662,34
78665,12
78676,14
78678,12
78679,12
78683,12
78688,12
78691,12
78695,12
78696,12
78697,12
78698,14
78703,12
78705,12
78706,12
78721,12
78722,12
78730,12
78733,14
78734,12
78737,12
78740,34
78741,12
78749,52
78751,34
78752,12
78754,12
78761,12
78767,12
78770,12
78774,12
78778,12
78784,12
78793,12
78795,12
78796,12
78799,12
78804,12
78805,12
78806,12
78807,34
78808,12
78813,12
78818,34
78820,12
78823,12
78835,12
78836,12
78837,12
78838,14
78842,14
78843,12
78845,12
78846,52
78848,52
78849,12
78852,14
78854,12
78855,12
78857,12
78858,12
78861,34
78863,12
78865,12
78870,12
78872,12
78879,12
78883,34
78889,12
78890,12
78892,12
78893,12
78894,12
78901,12
78902,12
78903,12
78905,12
78907,12
78909,12
78911,12
78912,12
78915,12
78917,8
78920,12
78924,12
78925,12
78929,12
78933,12
78934,12
78937,12
78938,12
78947,12
78952,12
78956,12
78971,12
78973,52
78982,12
78985,34
78986,12
78988,12
78990,12
78993,12
78998,12
79001,14
79002,12
79008,12
79010,12
79011,12
79015,12
79016,12
79017,12
79018,12
79021,12
79024,12
79026,12
79029,12
79030,12
79034,6
79040,34
79046,12
79047,12
79051,12
79054,34
79059,54
79062,12
79064,12
79066,12
79071,34
79079,52
79080,12
79085,12
79090,12
79094,34
79099,12
79101,12
79103,12
79104,14
79105,12
79110,12
79112,12
79114,12
79117,34
79119,14
79128,12
79129,12
79131,12
79134,12
79137,12
79150,34
79152,12
79155,12
79158,12
79160,14
79162,12
79164,12
79166,12
79169,12
79170,12
79172,12
79173,12
79176,52
79179,12
79180,12
79182,12
79184,12
79186,12
79187,12
79189,12
79193,12
79195,12
79197,12
79202,12
79204,12
79211,12
79212,12
79214,12
79226,52
79234,12
79235,12
79239,26
79243,12
79244,12
79248,12
79249,12
79255,12
79261,12
79265,12
79266,12
79267,12
79274,12
79275,14
79283,12
79287,12
79288,12
79296,12
79297,12
79299,12
79301,12
79302,4
79310,12
79317,12
79321,62
79322,12
79328,14
79330,12
79331,12
79334,12
79335,34
79337,12
79338,12
79339,12
79340,12
79341,34
79342,12
79343,12
79344,12
79348,12
79350,12
79352,12
79357,12
79360,12
79364,12
79369,12
79372,12
79374,12
79377,14
79379,12
79380,14
79381,12
79384,12
79386,12
79388,12
79395,12
79400,12
79408,12
79415,12
79416,12
79417,12
79422,12
79423,12
79427,12
79428,12
79430,52
79434,12
79435,12
79440,34
79442,12
79444,12
79447,12
79449,12
79451,12
79452,34
79458,12
79462,12
79464,12
79467,52
79468,12
79470,12
79472,12
79473,12
79479,12
79482,11
79483,12
79485,12
79488,12
79489,12
79491,12
79500,12
79505,34
79507,14
79508,12
79509,12
79510,12
79511,34
79527,12
79528,12
79531,12
79532,12
79543,12
79547,12
79548,12
79550,12
79552,34
79559,12
79561,12
79566,12
79570,34
79572,12
79573,14
79574,12
79576,12
79579,12
79580,12
79585,12
79586,34
79588,34
79589,12
79596,12
79597,12
79607,34
79614,12
79615,12
79616,34
79617,12
79620,12
79629,12
79633,12
79635,12
79642,12
79646,12
79648,14
79649,12
79651,12
79656,12
79657,12
79658,12
79662,12
79665,12
79667,12
79668,12
79669,12
79676,12
79681,12
79683,34
79686,34
79690,12
79694,12
79696,12
79698,12
79702,12
79705,12
79710,12
79716,12
79720,34
79723,12
79727,12
79734,34
79739,12
79740,12
79742,34
79743,12
79744,12
79746,12
79749,12
79750,12
79756,12
79757,12
79759,12
79760,34
79764,12
79765,12
79768,12
79774,12
79784,12
79791,12
79793,12
79795,12
79802,12
79806,14
79810,12
79814,12
79819,12
79820,12
79821,12
79823,34
79825,12
79827,34
79831,12
79832,12
79841,12
79844,12
79851,12
79860,12
79861,12
79865,12
79866,12
79867,12
79878,12
79880,12
79881,4
79882,12
79883,26
79884,12
79890,12
79903,12
79911,12
79914,12
79921,12
79922,12
79927,12
79930,12
79931,12
79932,14
79933,12
79946,12
79947,52
79949,12
79950,12
79953,12
79954,34
79960,12
79963,12
79970,34
79975,14
79977,34
79978,14
79979,12
79984,12
79989,12
79992,12
79994,12
79996,12
79998,12
80007,12
80009,12
80016,12
80017,12
80018,12
80019,12
80023,12
80027,12
80032,12
80033,14
80034,12
80035,12
80038,12
80040,12
80046,34
80048,14
80049,12
80052,12
80053,12
80055,12
80058,12
80069,12
80075,34
80076,12
80079,12
80086,12
80088,34
80089,12
80090,12
80095,12
80100,12
80101,12
80106,34
80107,12
80111,12
80114,12
80120,12
80123,12
80125,34
80126,12
80128,12
80130,12
80133,34
80134,14
80135,12
80144,12
80145,12
80149,12
80150,12
80151,12
80152,12
80155,12
80159,12
80161,12
80165,14
80167,34
80171,12
80172,12
80186,12
80188,12
80189,12
80190,12
80191,14
80194,12
80196,12
80198,34
80200,12
80201,12
80211,12
80214,12
80215,14
80219,12
80221,12
80223,12
80226,12
80236,12
80237,34
80244,12
80245,12
80254,12
80259,12
80267,12
80269,12
80271,12
80273,12
80278,12
80279,34
80290,12
80295,12
80298,34
80301,34
80303,12
80307,14
80309,12
80310,12
80316,12
80320,12
80323,12
80324,26
80331,12
80334,12
80337,34
80340,34
80342,12
80345,12
80346,12
80348,34
80349,12
80359,12
80360,12
80364,12
80368,12
80377,34
80378,12
80381,12
80384,12
80387,12
80390,34
80393,12
80394,12
80400,12
80401,12
80404,12
80405,34
80412,12
80420,12
80423,12
80433,12
80438,12
80439,12
80440,12
80442,12
80447,12
80452,12
80458,12
80461,12
80462,14
80465,12
80466,12
80469,34
80473,12
80477,12
80483,12
80488,12
80489,39
80492,12
80497,12
80498,34
80503,12
80509,12
80513,12
80519,12
80520,34
80523,12
80530,12
80534,12
80542,12
80547,12
80549,12
80550,12
80555,12
80557,12
80558,34
80563,14
80568,12
80569,12
80570,12
80571,34
80573,12
80576,12
80578,12
80580,12
80584,12
80585,12
80587,12
80589,12
80593,14
80594,12
80599,14
80602,12
80605,12
80606,12
80608,14
80613,12
80616,12
80621,12
80622,12
80626,12
80631,12
80633,12
80638,12
80639,12
80640,12
80642,14
80644,12
80647,12
80648,12
80652,12
80658,12
80661,14
80663,12
80664,12
80671,14
80672,14
80673,12
80677,12
80682,12
80689,12
80690,12
80695,34
80696,12
80700,12
80707,12
80708,12
80711,12
80712,12
80713,14
80717,12
80723,12
80725,12
80728,12
80732,12
80736,12
80737,12
80743,12
80747,12
80753,34
80760,52
80762,12
80765,12
80767,14
80771,12
80772,14
80776,12
80780,12
80782,12
80788,12
80794,12
80795,12
80797,12
80799,12
80801,12
80803,12
80813,14
80816,12
80818,12
80819,12
80820,12
80825,12
80831,12
80837,12
80838,12
80840,12
80842,12
80847,34
80851,12
80852,12
80854,12
80857,12
80859,12
80860,34
80867,12
80874,12
80875,12
80878,12
80880,12
80884,12
80890,12
80897,12
80904,12
80906,12
80909,12
80912,12
80913,12
80918,12
80921,12
80925,12
80927,34
80937,12
80941,12
80948,12
80951,34
80952,34
80956,12
80964,14
80967,34
80968,6
80970,12
80977,12
80980,12
80981,12
80982,12
80983,34
80987,12
80988,12
80990,12
80992,12
80993,12
80996,12
80998,14
81000,26
81001,12
81003,34
81004,12
81006,12
81007,12
81009,12
81020,12
81022,12
81028,12
81029,12
81032,12
81033,12
81034,12
81036,12
81037,34
81039,12
81043,12
81046,12
81047,12
81054,12
81056,12
81057,14
81058,12
81060,12
81062,12
81063,12
81064,12
81075,14
81076,12
81091,12
81095,12
81096,14
81101,34
81103,12
81106,12
81109,12
81112,12
81118,12
81124,14
81127,12
81130,12
81131,12
81132,34
81134,34
81136,14
81145,12
81150,12
81151,12
81153,12
81154,12
81156,52
81158,34
81160,12
81161,12
81166,12
81167,12
81169,14
81170,12
81171,34
81177,34
81179,12
81180,12
81185,12
81187,12
81188,12
81190,12
81194,12
81198,12
81204,34
81205,12
81211,52
81215,12
81222,34
81227,12
81229,12
81230,12
81232,12
81235,12
81240,14
81241,12
81242,14
81244,12
81248,12
81253,34
81262,12
81263,12
81264,34
81265,12
81271,12
81272,14
81273,12
81276,12
81277,12
81280,12
81283,12
81288,12
81295,12
81299,12
81303,14
81304,34
81306,12
81308,4
81311,12
81319,12
81325,12
81334,12
81338,12
81342,12
81350,12
81351,12
81353,12
81354,12
81355,12
81356,12
81357,34
81368,12
81371,12
81377,14
81381,12
81382,12
81383,34
81384,14
81393,12
81396,12
81402,12
81403,12
81405,12
81411,12
81412,12
81415,14
81418,12
81419,12
81421,12
81423,12
81429,12
81433,12
81434,14
81436,12
81437,12
81440,52
81445,12
81448,12
81450,12
81453,12
81456,34
81458,12
81461,12
81462,12
81463,12
81466,12
81468,14
81469,12
81470,12
81471,12
81475,34
81477,12
81479,12
81481,12
81485,12
81499,8
81501,46
81513,12
81517,12
81518,12
81528,12
81529,12
81537,12
81539,12
81541,12
81542,12
81543,12
81548,14
81549,12
81551,12
81553,12
81555,34
81557,12
81564,12
81565,12
81567,12
81572,12
81575,12
81578,12
81579,14
81586,12
81589,12
81590,34
81596,12
81597,12
81598,12
81599,12
81600,12
81601,12
81606,12
81607,12
81610,12
81613,14
81618,12
81635,12
81636,12
81637,12
81641,12
81644,12
81645,12
81646,12
81650,12
81653,12
81657,12
81659,12
81670,12
81673,12
81676,12
81680,12
81683,12
81685,12
81686,14
81687,12
81689,12
81690,12
81691,12
81693,12
81698,34
81705,12
81706,12
81707,12
81711,12
81712,12
81714,12
81716,34
81722,12
81723,14
81725,12
81729,12
81733,6
81734,12
81737,12
81738,12
81742,12
81745,12
81749,11
81750,12
81753,11
81755,12
81756,12
81759,12
81761,12
81762,12
81765,12
81766,12
81771,26
81775,12
81778,12
81779,12
81784,14
81785,6
81787,14
81795,34
81801,12
81809,12
81812,26
81813,12
81814,12
81816,12
81817,12
81819,12
81833,12
81837,12
81839,12
81841,12
81844,12
81847,12
81848,12
81850,12
81856,12
81858,12
81864,12
81870,12
81875,12
81876,12
81878,12
81881,12
81885,12
81886,12
81887,12
81891,12
81895,12
81897,12
81899,12
81900,12
81904,12
81910,12
81912,12
81913,12
81915,12
81932,34
81934,12
81935,12
81940,12
81941,12
81943,12
81947,12
81949,12
81951,12
81953,12
81956,12
81961,12
81965,12
81967,12
81970,12
81973,34
81978,12
81980,12
81983,12
81985,12
81988,12
81989,14
81990,12
81993,12
81999,12
82004,12
82007,11
82009,34
82016,14
82018,12
82020,12
82023,12
82024,12
82032,14
82034,12
82037,12
82040,12
82045,14
82046,29
82047,12
82048,12
82051,12
82053,12
82055,12
82059,11
82063,12
82066,20
82067,12
82068,12
82069,12
82071,12
82072,12
82073,12
82080,52
82082,4
82083,12
82086,52
82087,12
82094,12
82097,12
82100,12
82103,12
82104,12
82121,12
82123,12
82126,12
82131,12
82136,12
82137,12
82141,12
82146,12
82149,12
82150,12
82152,12
82158,14
82159,34
82160,12
82163,14
82165,12
82166,12
82172,12
82173,12
82181,12
82188,12
82190,12
82191,12
82192,12
82198,12
82199,12
82202,12
82204,12
82206,12
82207,34
82208,12
82210,12
82214,12
82219,12
82221,12
82239,12
82241,12
82242,12
82243,14
82250,12
82267,12
82276,12
82279,12
82282,12
82283,34
82287,12
82288,12
82292,12
82294,12
82297,12
82299,12
82301,12
82302,12
82303,12
82309,12
82312,12
82313,12
82315,12
82317,12
82333,12
82336,34
82337,12
82338,12
82340,12
82341,12
82345,12
82346,12
82347,12
82350,55
82353,12
82358,12
82364,12
82367,4
82371,12
82376,12
82378,12
82379,12
82381,12
82383,12
82385,12
82386,34
82389,12
82391,12
82395,12
82396,12
82397,12
82400,52
82401,12
82402,12
82404,12
82409,12
82419,12
82421,12
82430,4
82434,12
82438,55
82443,12
82444,12
82445,12
82449,12
82455,12
82460,12
82461,12
82462,12
82464,11
82465,12
82466,26
82467,12
82471,12
82474,12
82479,12
82481,12
82483,12
82485,12
82487,12
82488,12
82489,12
82493,12
82494,34
82499,12
82502,12
82504,12
82511,12
82513,12
82520,12
82522,34
82523,12
82525,12
82528,12
82530,12
82532,34
82535,34
82539,12
82541,12
82547,12
82549,12
82550,12
82553,14
82554,12
82557,12
82558,12
82568,12
82571,12
82575,12
82577,12
82582,12
82583,12
82588,12
82591,12
82593,12
82594,12
82595,12
82598,12
82601,12
82602,12
82605,14
82606,12
82611,34
82613,14
82615,12
82617,12
82620,12
82629,12
82630,12
82636,12
82641,12
82644,12
82645,12
82649,12
82652,12
82654,12
82655,12
82659,52
82661,12
82664,12
82665,12
82668,34
82671,12
82672,14
82680,12
82681,34
82682,12
82683,12
82684,34
82687,12
82689,12
82692,34
82696,12
